cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,state,tipping,vpi,winstate_inc,winstate_chal,winstate_3rd,voteshare_inc,voteshare_chal,voteshare_3rd,voteshare_other,voteshare_inc_hi,voteshare_chal_hi,voteshare_3rd_hi,voteshare_other_hi,voteshare_inc_lo,voteshare_chal_lo,voteshare_3rd_lo,voteshare_other_lo,margin,margin_hi,margin_lo,win_EC_if_win_state_inc,win_EC_if_win_state_chal,win_state_if_win_EC_inc,win_state_if_win_EC_chal,state_turnout,state_turnout_hi,state_turnout_lo,timestamp,simulations
2020,President,polls-plus,10/20/2020,Trump,Biden,"",West Virginia,.0001625,.0314872,.987275,.012725,,63.12885,35.01957,,1.85158,69.75896,41.66789,,2.816664,56.45159,28.42817,,1.006944,28.10928,41.27771,14.88131,.126206,.9803537,.9979976,.014328,699051.8,809558,592392,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Washington,.0020375,.0814091,.00785,.99215,,36.75697,61.09504,,2.147992,42.20347,66.56693,,3.277201,31.33256,55.62873,,1.162475,-24.33808,-13.46286,-35.17876,.3757962,.8726755,.0236284,.9944296,3640470,4128053,3169264,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Virginia,.008425,.2849226,.010275,.989725,,42.85014,56.17662,,.9732355,46.29605,59.59976,,1.462441,39.42965,52.72779,,.539781,-13.32649,-6.454292,-20.15464,.8759124,.8785016,.0720865,.9986218,4291194,4847943,3743054,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Vermont,.0001625,.0756841,.0078,.9922,,31.43565,66.01069,,2.553666,38.79666,73.29012,,3.910096,24.21428,58.57346,,1.373869,-34.57504,-19.81392,-49.03306,.3076923,.8721528,.0192231,.993884,322262,368372,277461.5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Utah,.000575,.0683601,.958425,.041575,,56.05117,41.05888,,2.889949,61.34892,46.35007,,4.43651,50.7348,35.76155,,1.547971,14.9923,25.44254,4.505289,.1295876,.9843656,.9947938,.0470038,1243608,1424753,1070345,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Texas,.012675,.1895308,.694625,.305375,,51.02032,48.02965,,.9500251,54.89243,51.91296,,1.42693,47.13581,44.16512,,.527267,2.990676,10.72664,-4.756556,.1795573,.9995907,.9989988,.3505901,9607971,1.09e+07,8369935,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Tennessee,.0004875,.0267013,.964625,.035375,,57.35751,41.59664,,1.045852,62.63127,46.88972,,1.573683,52.07025,36.29906,,.578868,15.76087,26.30441,5.197266,.1290398,.9893993,.9969964,.0401987,2634147,3001592,2272497,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",South Dakota,.0001625,.0559776,.96035,.03965,,57.85931,40.74595,,1.394741,63.77433,46.65617,,2.110396,51.92146,34.83128,,.7653641,17.11336,28.88946,5.308823,.129432,.9854981,.9955947,.044879,390495.9,445212,336771.5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",South Carolina,.001025,.0655474,.897475,.102525,,53.6289,45.50044,,.8706624,57.73654,49.62211,,1.305701,49.50967,41.37743,,.4843983,8.128462,16.3217,-.093811,.138834,.9975616,.9979976,.1174663,2242964,2542543,1951215,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Rhode Island,.0001625,.049716,.0012,.9988,,35.69745,63.00096,,1.301589,40.55477,67.86053,,1.96677,30.85363,58.14679,,.7157593,-27.30351,-17.63111,-36.96529,.7708333,.8714457,.0074089,.9996842,474799.6,537844,412796.5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Pennsylvania,.268625,6.0839,.133975,.866025,,46.68933,52.60535,,.7053148,50.13731,56.03328,,1.053564,43.25364,49.15561,,.3946255,-5.916022,.9771576,-12.75385,.7385706,.9663693,.792551,.9612083,6364149,7188575,5554927,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Oregon,.00345,.2320769,.025475,.974525,,39.85358,58.0082,,2.138222,45.30752,63.47281,,3.262005,34.42534,52.56205,,1.157361,-18.15462,-7.308144,-28.98429,.407262,.8780175,.0830997,.9827433,2134208,2412940,1861237,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Oklahoma,.00005,.0052925,.9925,.0075,,61.65208,37.19867,,1.149245,66.80736,42.37897,,1.732451,56.48837,32.05042,,.6343592,24.45341,34.74206,14.12267,.1256927,.9866667,.999199,.0084992,1482484,1707419,1265592,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Ohio,.0214875,.5386948,.501375,.498625,,49.49586,49.49144,,1.012693,53.30704,53.31216,,1.522818,45.66907,45.68562,,.5610316,.0044237,7.605661,-7.62606,.2479681,.998897,.995795,.5720562,5755024,6504172,5031204,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",North Dakota,.000125,.0521949,.98735,.01265,,60.2941,37.15875,,2.547154,65.98608,42.84964,,3.899924,54.56074,31.48981,,1.37049,23.13535,34.42217,11.81019,.1262977,.9881423,.9987985,.0143567,347641.4,399942,296579,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",North Carolina,.0589125,1.673027,.323675,.676325,,48.36192,50.90245,,.7356318,52.04678,54.59089,,1.099741,44.68107,47.20473,,.4111376,-2.540523,4.848812,-9.892118,.3600062,.9871733,.93332,.7668188,5075094,5736144,4421797,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",New York,.00015,.0027525,.000075,.999925,,34.66017,64.29939,,1.040435,38.51963,68.13405,,1.565376,30.83401,60.41715,,.5759556,-29.63922,-21.91055,-37.27527,.3333333,.8706903,.0002002,.9999426,7816120,8886112,6780478,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",New Mexico,.010025,1.745815,.030275,.969725,,42.28246,55.82774,,1.889802,46.74844,60.28983,,2.875984,37.83815,51.35889,,1.027058,-13.54528,-4.65617,-22.35896,.6688687,.887829,.1621946,.9888305,830293.9,938335.5,723756,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",New Jersey,.0053875,.1936019,.01185,.98815,,39.7322,59.45216,,.8156425,44.66564,64.34808,,1.221695,34.82751,54.51109,,.4546028,-19.71997,-9.838322,-29.51753,.4852321,.875019,.0460553,.9930801,3984038,4504052,3477036,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",New Hampshire,.0110875,2.0442,.13315,.86685,,44.39966,54.62888,,.9714624,50.3852,60.58216,,1.459728,38.44334,48.64694,,.5388255,-10.22921,1.737749,-22.13864,.4823507,.925708,.5144173,.9216412,778251.6,879822.5,680001.5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Nevada,.032875,3.81498,.1298,.8702,,45.8051,52.6461,,1.548797,49.71148,56.5602,,2.348004,41.88539,48.7308,,.8471,-6.841,.9498768,-14.61697,.6184515,.9442944,.6429716,.9437792,1240435,1399531,1082069,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Nebraska,0,0,.990075,.009925,,57.62927,40.61245,,1.758276,61.79523,44.81678,,2.668058,53.39772,36.45405,,.9573928,17.01682,25.29464,8.646832,.1261016,1,1,.0113992,873081.8,997619,751532.5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",NE-3,0,0,.999675,.000325,,72.01264,25.7526,,2.234756,77.47218,31.23354,,3.412218,66.45366,20.37198,,1.207828,46.26004,57.0447,35.32412,.1248906,1,1,.0003733,282538.3,332244.5,235133.5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",NE-2,.0125625,5.957463,.21685,.78315,,46.8402,51.79405,,1.365751,50.99481,55.9627,,2.065593,42.68111,47.63785,,.7499387,-4.953855,3.343004,-13.27554,.4481208,.9619166,.778334,.8652195,305009.9,345070.5,265970,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",NE-1,.0000875,.0439555,.9483,.0517,,55.02729,43.26377,,1.708936,59.50813,47.76782,,2.595442,50.50121,38.78524,,.9317332,11.76351,20.66442,2.753677,.1313667,.9941973,.9977974,.0590347,292558.8,332867.5,253218.5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Montana,.0004625,.1247321,.89725,.10275,,53.99677,43.98227,,2.02097,59.0969,49.08208,,3.07967,48.89162,38.91375,,1.095945,10.0145,20.13848,-.1292381,.1380329,.989781,.9919904,.1168059,526887,599020,456947,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Missouri,.00055,.027628,.912175,.087825,,53.78633,44.86852,,1.34515,58.04153,49.06222,,2.033823,49.55768,40.62202,,.7389691,8.91782,17.39683,.5320034,.136624,.9971534,.9981979,.1005829,2883056,3277527,2501019,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Mississippi,.0017,.2026046,.887525,.112475,,55.94756,43.28228,,.7701581,62.71868,50.05808,,1.152297,49.15669,36.54397,,.4299159,12.66528,26.17205,-.9319763,.1363624,.9648811,.9693632,.1246447,1232788,1397516,1071423,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Minnesota,.070975,3.294337,.10495,.89505,,45.53318,52.91426,,1.552559,49.3405,56.6738,,2.353807,41.77424,49.11285,,.8490913,-7.381083,.183506,-14.87415,.6743687,.935674,.5668803,.9618686,3105308,3506916,2704335,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Michigan,.0899,2.534693,.07625,.92375,,45.43186,53.49848,,1.069662,49.02987,57.08647,,1.610209,41.86802,49.89735,,.5916635,-8.066618,-.8877563,-15.202,.852459,.9305548,.5206248,.98728,5108734,5771527,4456843,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Massachusetts,.0000375,.0015553,.00065,.99935,,31.53922,66.94173,,1.519056,36.7711,72.09207,,2.302143,26.39862,61.67852,,.8313516,-35.40252,-24.89866,-45.66819,.4615385,.8708911,.0024029,.999598,3393154,3865063,2929769,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Maryland,.000075,.0041624,.00045,.99955,,33.56313,65.04729,,1.389584,37.92323,69.38346,,2.102426,29.24112,60.66665,,.7626213,-31.48416,-22.74812,-40.11029,.2777778,.8707418,.0010012,.9996268,2851127,3248933,2466876,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Maine,.003725,.7069207,.101675,.898325,,43.17847,55.33625,,1.485286,49.33167,61.49436,,2.248897,37.03969,49.19632,,.813516,-12.15778,.1068401,-24.43019,.4369314,.9057969,.355827,.9345623,768943.6,868259.5,670773,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",ME-2,.0050875,2.020396,.485075,.514925,,49.04354,49.36295,,1.593508,55.65987,56.00465,,2.417006,42.42332,42.73793,,.8707546,-.3194025,12.88595,-13.5225,.2254291,.967471,.875851,.572171,362723.1,410416.5,315821.5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",ME-1,.000225,.0819672,.0229,.9771,,37.88816,60.72416,,1.387682,44.49998,67.29499,,2.099485,31.35004,54.07553,,.7616095,-22.83599,-9.60062,-35.95417,.400655,.8771108,.0734882,.9843225,402273.5,455631,350462,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Louisiana,.0008625,.0616579,.93775,.06225,,56.99702,42.16497,,.8380048,62.88068,48.15572,,1.255826,50.99793,36.26156,,.4667206,14.83206,26.60872,2.86088,.1318582,.9799197,.9903885,.0700606,2038481,2318179,1767467,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Kentucky,.0002875,.0214699,.985575,.014425,,58.9856,39.84651,,1.167896,63.94125,44.79607,,1.76114,54.02733,34.89317,,.6443449,19.13909,29.05329,9.261862,.1265759,.9930676,.999199,.0164528,1963807,2244334,1688098,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Kansas,.0003,.0345487,.9248,.0752,,53.71666,44.51199,,1.771353,57.77904,48.59604,,2.692191,49.61913,40.4516,,.9646717,9.20467,17.265,1.075174,.1349211,.9990026,.9993993,.0862836,1227286,1395118,1061953,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Iowa,.0061,.5498842,.580975,.419025,,50.0229,48.71106,,1.266044,54.26318,52.95872,,1.912115,45.74319,44.44876,,.6967994,1.31184,9.777407,-7.204428,.2138646,.9984488,.9951943,.480518,1591123,1800745,1385952,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Indiana,.0002875,.0143369,.94505,.05495,,54.48368,44.17084,,1.345476,58.5352,48.21133,,2.034325,50.45552,40.1282,,.739143,10.31284,18.37571,2.293755,.1320301,.9986351,.9993993,.0630258,2871907,3262684,2495015,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Illinois,.00045,.0115657,.0009,.9991,,39.73903,58.79867,,1.462304,43.13228,62.18924,,2.214676,36.35704,55.38933,,.8012666,-19.05964,-12.29229,-25.80371,.9444444,.8714093,.0068082,.9999426,5700531,6460404,4959289,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Idaho,.000075,.0155132,.993425,.006575,,60.07875,37.13615,,2.785106,65.12206,42.1353,,4.272095,55.03139,32.15229,,1.49375,22.9426,32.85852,13.00475,.125626,.9923955,.9995995,.0074942,747218.5,860032.5,638469,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Hawaii,.000475,.1614864,.007725,.992275,,31.535,66.88969,,1.575317,39.12003,74.40983,,2.388913,24.06291,59.2505,,.8611332,-35.35469,-20.12783,-50.34172,.2588997,.8717089,.0160192,.9934534,437459.4,501183,374970,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Georgia,.022175,.7299621,.51485,.48515,,49.68847,49.51437,,.7971528,53.22871,53.06998,,1.193483,46.12061,45.97195,,.4445753,.1741005,7.234921,-6.926765,.2344858,.9911368,.9669604,.5522727,4378770,4951268,3813828,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Florida,.1418,1.983966,.296175,.703825,,48.07021,51.15126,,.7785287,51.89701,54.93645,,1.165055,44.27719,47.31966,,.4344644,-3.081055,4.57473,-10.63801,.4024647,.9917593,.9547457,.8017056,1.03e+07,1.16e+07,8997721,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",District of Columbia,0,0,0,1,,6.802798,89.91222,,3.284977,8.825008,92.41522,,5.056952,4.847605,87.24815,,1.751405,-83.10943,-78.74542,-87.26897,,.870675,0,1,317961.1,400096.5,237460,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Delaware,0,0,.000025,.999975,,36.39738,62.39908,,1.203543,39.97658,65.95009,,1.815942,32.86354,58.81428,,.6634142,-26.0017,-18.88569,-33.07051,1,.8706968,.0002002,1,465161.1,528208,403183.5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Connecticut,.000475,.0404059,.0019,.9981,,38.26673,60.88816,,.8451135,42.58763,65.16982,,1.26668,33.98045,56.55802,,.4705705,-22.62143,-13.96876,-31.18843,.7631579,.8718816,.0116139,.9994832,1663511,1881824,1448387,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Colorado,.0187125,.9057505,.0536,.9464,,43.4494,54.66396,,1.886643,47.85212,59.05998,,2.871084,39.09114,50.27363,,1.025396,-11.21456,-2.468832,-19.91398,.6152052,.8983252,.2641169,.976455,2976556,3362340,2598277,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",California,.0022,.0218858,.001625,.998375,,33.72441,64.38145,,1.894145,38.68603,69.34631,,2.882721,28.79786,59.36287,,1.029342,-30.65704,-20.7336,-40.49242,.4153846,.8711406,.0054065,.9989089,1.45e+07,1.65e+07,1.26e+07,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Arkansas,.00025,.0321134,.982525,.017475,,59.20782,39.22707,,1.565117,64.6739,44.74972,,2.373178,53.65332,33.76288,,.8557369,19.98075,30.89711,8.940296,.1268924,.9899857,.9985983,.0198696,1154934,1319946,994256,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Arizona,.0549625,2.783283,.3089,.6911,,47.77843,50.93467,,1.286901,52.01779,55.14088,,1.944193,43.57014,46.71896,,.7079266,-3.156249,5.269024,-11.54319,.3496277,.9738099,.865038,.7729635,2849122,3217859,2485279,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Alaska,.0022375,1.021979,.78115,.21885,,52.19497,45.35816,,2.446874,58.05946,51.3033,,3.743354,46.29409,39.52933,,1.318338,6.836804,18.44778,-4.901279,.1533636,.9764679,.9595515,.2454417,320586.9,364584,278020.5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Alabama,.0005375,.0363688,.97855,.02145,,59.16973,40.02986,,.8004079,64.54813,45.4402,,1.198443,53.75966,34.64294,,.4463412,19.13988,29.90005,8.316826,.127178,.981352,.9967961,.0241766,2170709,2477656,1872267,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Wyoming,0,0,.9987,.0013,,67.63005,29.3679,,3.002048,73.3571,35.05505,,4.617895,61.83659,23.74676,,1.597585,38.26215,49.47121,26.92779,.1205818,1,1,.0014857,252634.6,294518.5,212260,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Wisconsin,.13825,6.445323,.125275,.874725,,46.17903,52.88203,,.9389388,49.94035,56.60212,,1.412939,42.46925,49.10636,,.5180556,-6.702998,.8263245,-14.10622,.729994,.9648175,.7593938,.9645143,3088578,3487129,2695756,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",West Virginia,.0001875,.0393721,.9878,.0122,,63.11893,35.04082,,1.840239,69.77107,41.71774,,2.803586,56.44172,28.40543,,.995118,28.07811,41.30768,14.77198,.1218364,.9938524,.9993772,.0138571,698939.6,808362.5,592752,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Washington,.001975,.0788008,.007975,.992025,,36.69861,61.15588,,2.145513,42.1891,66.61536,,3.278161,31.27419,55.63209,,1.154551,-24.45727,-13.4925,-35.29747,.3761756,.8770192,.0249118,.9943143,3641355,4127944,3165149,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Virginia,.0083625,.2809631,.0099,.9901,,42.78777,56.24013,,.9721068,46.26512,59.68623,,1.463777,39.338,52.76552,,.5358613,-13.45236,-6.52947,-20.3294,.8787879,.8825371,.0722441,.9986286,4289342,4846586,3739487,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Vermont,.0002125,.0971241,.00735,.99265,,31.24777,66.1817,,2.570533,38.66251,73.47552,,3.941492,23.9923,58.74945,,1.37523,-34.93394,-20.14618,-49.37764,.2891156,.8762152,.0176458,.9940286,322239.7,368255.5,277805,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Utah,.000525,.0628438,.9574,.0426,,56.00015,41.11713,,2.882719,61.36276,46.43727,,4.430718,50.62202,35.77779,,1.536272,14.88303,25.4643,4.294359,.1251044,.9835681,.9946024,.0478857,1243524,1425497,1067060,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Texas,.013675,.2053218,.66895,.33105,,50.83179,48.21677,,.9514465,54.73863,52.11137,,1.432102,46.92824,44.31029,,.5247725,2.615021,10.41266,-5.159184,.1797967,.9994714,.9987544,.3781429,9603645,1.09e+07,8356645,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Tennessee,.0005125,.0278543,.962775,.037225,,57.30176,41.65402,,1.044222,62.61836,46.97146,,1.574439,52.01093,36.33686,,.5744606,15.64774,26.27903,5.029408,.1248215,.9926125,.997924,.0422286,2633221,3003780,2273493,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",South Dakota,.0001125,.0420662,.959825,.040175,,57.8287,40.77982,,1.391472,63.69666,46.64066,,2.108909,51.94406,34.92999,,.7590673,17.04888,28.72669,5.306101,.1250488,.9900436,.9966784,.0454571,390316.4,445535.5,336257,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",South Carolina,.0009,.0575759,.89195,.10805,,53.58045,45.54963,,.8699174,57.69697,49.71572,,1.307281,49.41685,41.40816,,.4809651,8.030822,16.27115,-.2858849,.1346208,.9965294,.9970936,.1230571,2241267,2541655,1947019,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Rhode Island,.000275,.0845476,.00115,.99885,,35.55832,63.16083,,1.280853,40.4789,68.0331,,1.938444,30.69665,58.24049,,.7004614,-27.60251,-17.77154,-37.29498,.7391304,.8757071,.0070583,.9996572,474797.9,538304.5,412348.5,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Pennsylvania,.2735375,6.195435,.129575,.870425,,46.57311,52.72151,,.7053783,50.0829,56.19197,,1.056182,43.10739,49.22343,,.3921098,-6.148404,.8494263,-13.07656,.7401119,.9678031,.7963462,.9627429,6365016,7197963,5556241,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Oregon,.0043125,.2888148,.025125,.974875,,39.76338,58.1053,,2.131321,45.22498,63.60087,,3.256036,34.29379,52.65259,,1.147154,-18.34192,-7.541634,-29.21826,.4258707,.8827542,.088852,.9835143,2133410,2411349,1859957,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Oklahoma,.000125,.0126918,.9927,.0073,,61.67658,37.17021,,1.15321,66.83638,42.3309,,1.741875,56.49329,32.00964,,.6326731,24.50638,34.82211,14.1917,.1212602,.9931507,.9995848,.0082857,1481953,1706239,1265477,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Ohio,.0188,.4713543,.50905,.49095,,49.5442,49.44315,,1.012649,53.35831,53.32105,,1.525971,45.68503,45.63553,,.5575742,.1010604,7.688923,-7.641108,.2358315,.9992362,.996886,.5606571,5750985,6508088,5010885,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",North Dakota,.000025,.0114079,.9877,.0123,,60.25069,37.2063,,2.543014,65.92257,42.87785,,3.898528,54.50488,31.59406,,1.360986,23.0444,34.19307,11.72254,.1218487,.9939024,.9993772,.0139714,347549.8,400189.5,296815,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",North Carolina,.0571375,1.626279,.321225,.678775,,48.32032,50.93399,,.7456933,52.06809,54.63858,,1.117648,44.6194,47.20532,,.4139427,-2.613674,4.85743,-10.00591,.3520118,.9883246,.9389662,.7666857,5077214,5741826,4431996,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",New York,.0001625,.0028444,.0001,.9999,,34.59721,64.36723,,1.035551,38.50074,68.20851,,1.561125,30.75845,60.43722,,.5698249,-29.77002,-21.96876,-37.4276,.5,.8750375,.0004152,.9999428,7822729,8896507,6779399,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",New Mexico,.0087,1.49584,.0257,.9743,,41.9438,56.16796,,1.88824,46.45003,60.68107,,2.878116,37.47375,51.64821,,1.020219,-14.22416,-5.271736,-23.1386,.6536965,.8892282,.1395059,.9901429,830006.9,938259.5,723981.5,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",New Jersey,.006475,.2358435,.012875,.987125,,39.84934,59.3375,,.8131604,44.79256,64.25774,,1.220551,34.91352,54.38868,,.4503991,-19.48816,-9.580772,-29.34507,.4601942,.8794985,.0492007,.9922,3989092,4512164,3475606,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",New Hampshire,.0116,2.15678,.131425,.868575,,44.35114,54.67941,,.9694583,50.33408,60.63786,,1.459716,38.39553,48.67335,,.5344402,-10.32827,1.651119,-22.23336,.4753662,.9286763,.5187876,.9218571,778356.1,878238.5,679263,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Nevada,.033125,3.866516,.1239,.8761,,45.68209,52.77475,,1.543152,49.64339,56.71298,,2.343241,41.75031,48.8047,,.8392265,-7.092658,.7945766,-14.94642,.6180387,.9456968,.635873,.9468857,1239312,1398239,1082483,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Nebraska,.0000125,.0020212,.98925,.01075,,57.54077,40.70575,,1.753486,61.74767,44.92837,,2.667809,53.28683,36.50345,,.9482474,16.83502,25.21078,8.38632,.1217084,.9976744,.9997924,.0122571,872827.8,997276,752442,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",NE-3,0,0,.999575,.000425,,71.95016,25.82088,,2.228955,77.38232,31.29304,,3.408325,66.41928,20.45424,,1.198003,46.12928,56.83062,35.22582,.1204762,1,1,.0004857,282573.4,332078,234684.5,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",NE-2,.0117375,5.557465,.211225,.788775,,46.74052,51.89867,,1.360804,50.97858,56.11134,,2.06164,42.53316,47.66613,,.742825,-5.158154,3.291597,-13.54947,.4475086,.9643434,.7849284,.8693143,304877.3,344270.5,265687,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",NE-1,.00005,.023286,.943025,.056975,,54.92221,43.37267,,1.70511,59.4449,47.93437,,2.59393,50.34206,38.85666,,.9243606,11.54954,20.535,2.469341,.1274091,.9951733,.9977164,.0648,292578.8,333149,252653.5,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",Montana,.000475,.1304768,.891075,.108925,,53.9445,44.03658,,2.018919,59.13676,49.22916,,3.081206,48.78301,38.85846,,1.088531,9.907916,20.21156,-.4183922,.1344724,.9942621,.9950176,.1237714,527001.1,599953.5,456409.5,21:55:04 19 Oct 2020,40000
