"year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party_detailed","writein","mode","candidatevotes","totalvotes","unofficial","version","party_simplified"
1980,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen",FALSE,"THOMAS F. EAGLETON","DEMOCRAT",FALSE,"total",1074859,2066965,FALSE,"20210114","DEMOCRAT"
1980,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen",FALSE,"MARTHA PETTIS","SOCIALIST WORKERS",FALSE,"total",6707,2066965,FALSE,"20210114","OTHER"
1980,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"ALLEN HACKER","LIBERTARIAN",FALSE,"total",6920,243273,FALSE,"20210114","LIBERTARIAN"
1980,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"PAUL LAXALT","REPUBLICAN",FALSE,"total",144224,243273,FALSE,"20210114","REPUBLICAN"
1980,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"MARY GOJACK","DEMOCRAT",FALSE,"total",92129,243273,FALSE,"20210114","DEMOCRAT"
1980,"NEW HAMPSHIRE","NH",33,12,4,"US SENATE","statewide","gen",FALSE,"WARREN RUDMAN","REPUBLICAN",FALSE,"total",195559,375060,FALSE,"20210114","REPUBLICAN"
1980,"NEW HAMPSHIRE","NH",33,12,4,"US SENATE","statewide","gen",FALSE,"JOHN A. DURKIN","DEMOCRAT",FALSE,"total",179455,375060,FALSE,"20210114","DEMOCRAT"
1980,"NEW HAMPSHIRE","NH",33,12,4,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",46,375060,FALSE,"20210114","OTHER"
1980,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"RICHARD SAVADEL","FREE LIBERTARIAN",FALSE,"total",21465,6014914,FALSE,"20210114","OTHER"
1980,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"THOMAS SOTO","WORKERS WORLD",FALSE,"total",3643,6014914,FALSE,"20210114","OTHER"
1980,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"ALFONSE M. D'AMATO","REPUBLICAN",FALSE,"total",2272082,6014914,FALSE,"20210114","REPUBLICAN"
1980,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"ALFONSE M. D'AMATO","RIGHT TO LIFE",FALSE,"total",152470,6014914,FALSE,"20210114","OTHER"
1980,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"ALFONSE M. D'AMATO","CONSERVATIVE",FALSE,"total",275100,6014914,FALSE,"20210114","OTHER"
1980,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",73,6014914,FALSE,"20210114","OTHER"
1980,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"WILLIAM R. SCOTT","COMMUNIST",FALSE,"total",4161,6014914,FALSE,"20210114","OTHER"
1980,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"VICTOR A. NIETO","SOCIALIST WORKERS",FALSE,"total",2715,6014914,FALSE,"20210114","OTHER"
1980,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"ELIZABETH HOLTZMAN","DEMOCRAT",FALSE,"total",2618661,6014914,FALSE,"20210114","DEMOCRAT"
1980,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"JACOB K. JAVITS","LIBERAL",FALSE,"total",664544,6014914,FALSE,"20210114","OTHER"
1980,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,"F. W. (RICK) PASOTTO","LIBERTARIAN",FALSE,"total",7602,1797665,FALSE,"20210114","LIBERTARIAN"
1980,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,"ROBERT MORGAN","DEMOCRAT",FALSE,"total",887653,1797665,FALSE,"20210114","DEMOCRAT"
1980,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,"JOHN P. EAST","REPUBLICAN",FALSE,"total",898064,1797665,FALSE,"20210114","REPUBLICAN"
1980,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,"REBECCA FINCH","SOCIALIST WORKERS",FALSE,"total",4346,1797665,FALSE,"20210114","OTHER"
1980,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"JAMES E. BETTS","REPUBLICAN",FALSE,"total",1137695,4027303,FALSE,"20210114","REPUBLICAN"
1980,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"JOHN E. POWERS","INDEPENDENT",FALSE,"total",76412,4027303,FALSE,"20210114","OTHER"
1980,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"JOHN GLENN","DEMOCRAT",FALSE,"total",2770786,4027303,FALSE,"20210114","DEMOCRAT"
1980,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",42410,4027303,FALSE,"20210114","OTHER"
1980,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen",FALSE,"ROBERT MURPHY","LIBERTARIAN",FALSE,"total",9757,1098294,FALSE,"20210114","LIBERTARIAN"
1980,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen",FALSE,"DON NICKLES","REPUBLICAN",FALSE,"total",587252,1098294,FALSE,"20210114","REPUBLICAN"
1980,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen",FALSE,"CHARLES NESBITT","INDEPENDENT",FALSE,"total",21179,1098294,FALSE,"20210114","OTHER"
1980,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen",FALSE,"PAUL E. TRENT","INDEPENDENT",FALSE,"total",1823,1098294,FALSE,"20210114","OTHER"
1980,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen",FALSE,"ANDY COATS","DEMOCRAT",FALSE,"total",478283,1098294,FALSE,"20210114","DEMOCRAT"
1980,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"TED KULONGOSKI","DEMOCRAT",FALSE,"total",501963,1140494,FALSE,"20210114","DEMOCRAT"
1980,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"BOB PACKWOOD","REPUBLICAN",FALSE,"total",594290,1140494,FALSE,"20210114","REPUBLICAN"
1980,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",555,1140494,FALSE,"20210114","OTHER"
1980,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"TONIE NATHAN","LIBERTARIAN",FALSE,"total",43686,1140494,FALSE,"20210114","LIBERTARIAN"
1980,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"PETE FLAHERTY","DEMOCRAT",FALSE,"total",2122391,4418042,FALSE,"20210114","DEMOCRAT"
1980,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"LINDA MOHRBACHER","SOCIALIST WORKERS",FALSE,"total",27229,4418042,FALSE,"20210114","OTHER"
1980,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"LEE FRISSELL","CITIZENS",FALSE,"total",16089,4418042,FALSE,"20210114","OTHER"
1980,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"ARLEN SPECTER","REPUBLICAN",FALSE,"total",2230404,4418042,FALSE,"20210114","REPUBLICAN"
1980,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"FRANK KINCES","COMMUNIST",FALSE,"total",3334,4418042,FALSE,"20210114","OTHER"
1980,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"DAVID K. WALTER","LIBERTARIAN",FALSE,"total",18595,4418042,FALSE,"20210114","LIBERTARIAN"
1980,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,"MARSHALL MAYS","REPUBLICAN",FALSE,"total",257946,870500,FALSE,"20210114","REPUBLICAN"
1980,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,"ERNEST FRITZ HOLLINGS","DEMOCRAT",FALSE,"total",612554,870500,FALSE,"20210114","DEMOCRAT"
1980,"SOUTH DAKOTA","SD",46,45,37,"US SENATE","statewide","gen",FALSE,"JAMES ABDNOR","REPUBLICAN",FALSE,"total",190594,327478,FALSE,"20210114","REPUBLICAN"
1980,"SOUTH DAKOTA","SD",46,45,37,"US SENATE","statewide","gen",FALSE,"GEORGE MCGOVERN","DEMOCRAT",FALSE,"total",129018,327478,FALSE,"20210114","DEMOCRAT"
1980,"SOUTH DAKOTA","SD",46,45,37,"US SENATE","statewide","gen",FALSE,"WAYNE PETERSON","INDEPENDENT",FALSE,"total",7866,327478,FALSE,"20210114","OTHER"
1980,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,"BRUCE BANGERTER","INDEPENDENT",FALSE,"total",3186,594298,FALSE,"20210114","OTHER"
1980,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,"JAKE GARN","REPUBLICAN",FALSE,"total",437675,594298,FALSE,"20210114","REPUBLICAN"
1980,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,"GEORGE M. BATCHELOR","AMERICAN",FALSE,"total",1983,594298,FALSE,"20210114","OTHER"
1980,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,"DAN BERMAN","DEMOCRAT",FALSE,"total",151454,594298,FALSE,"20210114","DEMOCRAT"
1980,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen",FALSE,"STEWART M. LEDBETTER","REPUBLICAN",FALSE,"total",101421,209124,FALSE,"20210114","REPUBLICAN"
1980,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen",FALSE,"ANTHONY N. DORIA","INDEPENDENT",FALSE,"total",1776,209124,FALSE,"20210114","OTHER"
1980,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen",FALSE,"PATRICK J. LEAHY","DEMOCRAT",FALSE,"total",104176,209124,FALSE,"20210114","DEMOCRAT"
1980,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen",FALSE,"EARL S. GARDINER","SOCIALIST",FALSE,"total",1629,209124,FALSE,"20210114","OTHER"
1980,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",122,209124,FALSE,"20210114","OTHER"
1980,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen",FALSE,"WARREN G. MAGNUSON","DEMOCRAT",FALSE,"total",792052,1728369,FALSE,"20210114","DEMOCRAT"
1980,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen",FALSE,"SLADE GORTON","REPUBLICAN",FALSE,"total",936317,1728369,FALSE,"20210114","REPUBLICAN"
1980,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",67,2204202,FALSE,"20210114","OTHER"
1980,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"ROBERT W. KASTEN JR.","REPUBLICAN",FALSE,"total",1106311,2204202,FALSE,"20210114","REPUBLICAN"
1980,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"GAYLORD A. NELSON","DEMOCRAT",FALSE,"total",1065487,2204202,FALSE,"20210114","DEMOCRAT"
1980,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"SUSAN L. HAGEN","SOCIALIST WORKERS",FALSE,"total",6502,2204202,FALSE,"20210114","OTHER"
1980,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"BERVIN J. LARSON","LIBERTARIAN",FALSE,"total",9679,2204202,FALSE,"20210114","LIBERTARIAN"
1980,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"JAMES P. WICKSTROM","AMERICAN INDEPENDENT",FALSE,"total",16156,2204202,FALSE,"20210114","OTHER"
1982,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,"DENNIS DECONCINI","DEMOCRAT",FALSE,"total",411970,723885,FALSE,"20210114","DEMOCRAT"
1982,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",66,723885,FALSE,"20210114","OTHER"
1982,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,"PETE DUNN","REPUBLICAN",FALSE,"total",291749,723885,FALSE,"20210114","REPUBLICAN"
1982,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,"RANDALL ""PETE BARDO"" CLAMONS","LIBERTARIAN",FALSE,"total",20100,723885,FALSE,"20210114","LIBERTARIAN"
1982,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,"THERESA ""TENA"" DIETRICH","AMERICAN INDEPENDENT",FALSE,"total",83809,7805450,FALSE,"20210114","OTHER"
1982,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,"DAVID WALD","PEACE AND FREEDOM",FALSE,"total",96388,7805450,FALSE,"20210114","OTHER"
1982,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,"JOSEPH FUHRIG","LIBERTARIAN",FALSE,"total",107720,7805450,FALSE,"20210114","LIBERTARIAN"
1982,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,"EDMUND G. BROWN, JR.","DEMOCRAT",FALSE,"total",3494968,7805450,FALSE,"20210114","DEMOCRAT"
1982,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,"PETE WILSON","REPUBLICAN",FALSE,"total",4022565,7805450,FALSE,"20210114","REPUBLICAN"
1982,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"ANTHONY TOBY MOFFETT","DEMOCRAT",FALSE,"total",499146,1083508,FALSE,"20210114","DEMOCRAT"
1982,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"JAMES A. LEWIS","LIBERTARIAN",FALSE,"total",8163,1083508,FALSE,"20210114","LIBERTARIAN"
1982,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"LUCIEN P. DIFAZIO, JR.","CONSERVATIVE",FALSE,"total",30212,1083508,FALSE,"20210114","OTHER"
1982,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"LOWELL P. WEICKER, JR.","REPUBLICAN",FALSE,"total",545987,1083508,FALSE,"20210114","REPUBLICAN"
1982,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen",FALSE,"DAVID N. LEVINSON","DEMOCRAT",FALSE,"total",84413,190960,FALSE,"20210114","DEMOCRAT"
1982,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen",FALSE,"WILLIAM V. ROTH, JR.","REPUBLICAN",FALSE,"total",105357,190960,FALSE,"20210114","REPUBLICAN"
1982,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen",FALSE,"CHARLES A. BAKER","AMERICAN",FALSE,"total",537,190960,FALSE,"20210114","OTHER"
1982,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen",FALSE,"LAWRENCE D. SULLIVAN","LIBERTARIAN",FALSE,"total",653,190960,FALSE,"20210114","LIBERTARIAN"
1982,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",422,2653419,FALSE,"20210114","OTHER"
1982,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"VAN B. POOLE","REPUBLICAN",FALSE,"total",1015330,2653419,FALSE,"20210114","REPUBLICAN"
1982,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"LAWTON CHILES","DEMOCRAT",FALSE,"total",1637667,2653419,FALSE,"20210114","DEMOCRAT"
1982,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen",FALSE,"SPARK MATSUNAGA","DEMOCRAT",FALSE,"total",245386,306410,FALSE,"20210114","DEMOCRAT"
1982,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen",FALSE,"E. FLOYD BERNIER-NACHTWEY","INDEPENDENT",FALSE,"total",8953,306410,FALSE,"20210114","OTHER"
1982,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen",FALSE,"CLARENCE J. BROWN","REPUBLICAN",FALSE,"total",52071,306410,FALSE,"20210114","REPUBLICAN"
1982,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen",FALSE,"FLOYD J. FITHIAN","DEMOCRAT",FALSE,"total",828400,1817287,FALSE,"20210114","DEMOCRAT"
1982,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen",FALSE,"RICHARD G. LUGAR","REPUBLICAN",FALSE,"total",978301,1817287,FALSE,"20210114","REPUBLICAN"
1982,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen",FALSE,"RAYMOND JAMES","AMERICAN",FALSE,"total",10586,1817287,FALSE,"20210114","OTHER"
1982,"MAINE","ME",23,11,2,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",14,459715,FALSE,"20210114","OTHER"
1982,"MAINE","ME",23,11,2,"US SENATE","statewide","gen",FALSE,"DAVID F. EMERY","REPUBLICAN",FALSE,"total",179882,459715,FALSE,"20210114","REPUBLICAN"
1982,"MAINE","ME",23,11,2,"US SENATE","statewide","gen",FALSE,"GEORGE J. MITCHELL","DEMOCRAT",FALSE,"total",279819,459715,FALSE,"20210114","DEMOCRAT"
1982,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen",FALSE,"PAUL S. SARBANES","DEMOCRAT",FALSE,"total",707356,1114690,FALSE,"20210114","DEMOCRAT"
1982,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen",FALSE,"LAWRENCE J. HOGAN","REPUBLICAN",FALSE,"total",407334,1114690,FALSE,"20210114","REPUBLICAN"
1982,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen",FALSE,"HOWARD S. KATZ","LIBERTARIAN",FALSE,"total",18878,2050769,FALSE,"20210114","LIBERTARIAN"
1982,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen",FALSE,"RAY SHAMIE","REPUBLICAN",FALSE,"total",784602,2050769,FALSE,"20210114","REPUBLICAN"
1982,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",205,2050769,FALSE,"20210114","OTHER"
1982,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen",FALSE,"EDWARD M. KENNEDY","DEMOCRAT",FALSE,"total",1247084,2050769,FALSE,"20210114","DEMOCRAT"
1982,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen",FALSE,"DONALD W. RIEGLE, JR.","DEMOCRAT",FALSE,"total",1728793,2994334,FALSE,"20210114","DEMOCRAT"
1982,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen",FALSE,"STEVE BEUMER","SOCIALIST WORKERS",FALSE,"total",4335,2994334,FALSE,"20210114","OTHER"
1982,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen",FALSE,"HELEN HALYARD","WORKERS LEAGUE",FALSE,"total",6085,2994334,FALSE,"20210114","OTHER"
1982,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",42,2994334,FALSE,"20210114","OTHER"
1982,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen",FALSE,"DANIEL ELLER","AMERICAN INDEPENDENT",FALSE,"total",12660,2994334,FALSE,"20210114","OTHER"
1982,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen",FALSE,"PHILIP E. RUPPE","REPUBLICAN",FALSE,"total",1223288,2994334,FALSE,"20210114","REPUBLICAN"
1982,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen",FALSE,"BETTE ERWIN","LIBERTARIAN",FALSE,"total",19131,2994334,FALSE,"20210114","LIBERTARIAN"
1982,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen",FALSE,"BILL ONASCH","SOCIALIST WORKERS",FALSE,"total",5897,1804675,FALSE,"20210114","OTHER"
1982,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen",FALSE,"MARK DAYTON","DEMOCRAT",FALSE,"total",840401,1804675,FALSE,"20210114","DEMOCRAT"
1982,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen",FALSE,"JEFFREY M. MILLER","NEW UNION",FALSE,"total",3300,1804675,FALSE,"20210114","OTHER"
1982,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen",FALSE,"DAVE DURENBERGER","REPUBLICAN",FALSE,"total",949207,1804675,FALSE,"20210114","REPUBLICAN"
1982,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen",FALSE,"FRED G. HEWITT","LIBERTARIAN",FALSE,"total",5870,1804675,FALSE,"20210114","LIBERTARIAN"
1982,"MISSISSIPPI","MS",28,64,46,"US SENATE","statewide","gen",FALSE,"JOHN C. STENNIS","DEMOCRAT",FALSE,"total",414099,645026,FALSE,"20210114","DEMOCRAT"
1982,"MISSISSIPPI","MS",28,64,46,"US SENATE","statewide","gen",FALSE,"HALEY BARBOUR","REPUBLICAN",FALSE,"total",230927,645026,FALSE,"20210114","REPUBLICAN"
1982,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",16,1543521,FALSE,"20210114","OTHER"
1982,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen",FALSE,"HARRIETT WOODS","DEMOCRAT",FALSE,"total",758629,1543521,FALSE,"20210114","DEMOCRAT"
1982,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen",FALSE,"JOHN C. DANFORTH","REPUBLICAN",FALSE,"total",784876,1543521,FALSE,"20210114","REPUBLICAN"
1982,"MONTANA","MT",30,81,64,"US SENATE","statewide","gen",FALSE,"LARRY WILLIAMS","REPUBLICAN",FALSE,"total",133789,321062,FALSE,"20210114","REPUBLICAN"
1982,"MONTANA","MT",30,81,64,"US SENATE","statewide","gen",FALSE,"JOHN MELCHER","DEMOCRAT",FALSE,"total",174861,321062,FALSE,"20210114","DEMOCRAT"
1982,"MONTANA","MT",30,81,64,"US SENATE","statewide","gen",FALSE,"LARRY DODGE","LIBERTARIAN",FALSE,"total",12412,321062,FALSE,"20210114","LIBERTARIAN"
1982,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen",FALSE,"EDWARD ZORINSKY","DEMOCRAT",FALSE,"total",363350,545647,FALSE,"20210114","DEMOCRAT"
1982,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen",FALSE,"JIM KECK","REPUBLICAN",FALSE,"total",155760,545647,FALSE,"20210114","REPUBLICAN"
1982,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",94,545647,FALSE,"20210114","OTHER"
1982,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen",FALSE,"VIRGINIA WALSH","NOMINATED BY PETITION",FALSE,"total",26443,545647,FALSE,"20210114","OTHER"
1982,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"CHIC HECHT","REPUBLICAN",FALSE,"total",120377,235097,FALSE,"20210114","REPUBLICAN"
1982,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"HOWARD CANNON","DEMOCRAT",FALSE,"total",114720,235097,FALSE,"20210114","DEMOCRAT"
1982,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"MILLICENT FENWICK","REPUBLICAN",FALSE,"total",1047626,2193945,FALSE,"20210114","REPUBLICAN"
1982,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"ROSE ZEIDWERG MONYEK","REPEAL TF807 (HR4277-79)",FALSE,"total",1830,2193945,FALSE,"20210114","OTHER"
1982,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"MARTIN E. WENDELKEN","INDEPENDENT",FALSE,"total",4745,2193945,FALSE,"20210114","OTHER"
1982,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"ROBERT T. BASTIEN","GRASSROOTS",FALSE,"total",2955,2193945,FALSE,"20210114","OTHER"
1982,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"FRANK R. LAUTENBERG","DEMOCRAT",FALSE,"total",1117549,2193945,FALSE,"20210114","DEMOCRAT"
1982,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"HENRY KOCH","LIBERTARIAN",FALSE,"total",9934,2193945,FALSE,"20210114","LIBERTARIAN"
1982,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"CLAIRE MORIARTY","SOCIALIST WORKERS",FALSE,"total",3726,2193945,FALSE,"20210114","OTHER"
1982,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"JULIUS LEVIN","SOCIALIST LABOR",FALSE,"total",5580,2193945,FALSE,"20210114","OTHER"
1982,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen",FALSE,"HARRISON H. SCHMITT","REPUBLICAN",FALSE,"total",187128,404810,FALSE,"20210114","REPUBLICAN"
1982,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen",FALSE,"JEFF BINGAMAN","DEMOCRAT",FALSE,"total",217682,404810,FALSE,"20210114","DEMOCRAT"
1982,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"FLORENCE M. SULLIVAN","REPUBLICAN",FALSE,"total",1415749,4967729,FALSE,"20210114","REPUBLICAN"
1982,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",232,4967729,FALSE,"20210114","OTHER"
1982,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"STEVEN WATTENMAKER","SOCIALIST WORKERS",FALSE,"total",15206,4967729,FALSE,"20210114","OTHER"
1982,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"FLORENCE M. SULLIVAN","CONSERVATIVE",FALSE,"total",175650,4967729,FALSE,"20210114","OTHER"
1982,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"DANIEL P. MOYNIHAN","LIBERAL",FALSE,"total",142275,4967729,FALSE,"20210114","OTHER"
1982,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"JAMES J. MCKEOWN","FREE LIBERTARIAN",FALSE,"total",23379,4967729,FALSE,"20210114","OTHER"
1982,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"DANIEL P. MOYNIHAN","DEMOCRAT",FALSE,"total",3089871,4967729,FALSE,"20210114","DEMOCRAT"
1982,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"FLORENCE M. SULLIVAN","RIGHT TO LIFE",FALSE,"total",105367,4967729,FALSE,"20210114","OTHER"
1982,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen",FALSE,"GENE KNORR","REPUBLICAN",FALSE,"total",89304,262465,FALSE,"20210114","REPUBLICAN"
1982,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen",FALSE,"ANNA B. BOURGOIS","GOD, FAMILY, AND COUNTRY",FALSE,"total",8288,262465,FALSE,"20210114","OTHER"
1982,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen",FALSE,"QUENTIN N. BURDICK","DEMOCRAT",FALSE,"total",164873,262465,FALSE,"20210114","DEMOCRAT"
1982,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"PHILIP HERZING","LIBERTARIAN",FALSE,"total",36103,3395463,FALSE,"20210114","LIBERTARIAN"
