date,region,state_po,candidate,party,voteshare,version
11/1/1984,Rhode Island,RI,Bergland,libertarian,0.000674804927781256,20171015
11/1/1984,Rhode Island,RI,Johnson,citizens,0.000584668529485565,20171015
11/1/1984,Rhode Island,RI,Holmes,workers world,0.000221686817429943,20171015
11/1/1984,Rhode Island,RI,Hall,communist party use,0.000182708915464239,20171015
11/1/1984,Rhode Island,RI,Mason,socialist workers,0.000148603251244248,20171015
11/1/1984,Rhode Island,RI,Serrette,alliance,0.000119369824769969,20171015
11/1/1984,South Carolina,SC,Reagan,republican,0.635540081918043,20171015
11/1/1984,South Carolina,SC,Mondale,democrat,0.355651715126754,20171015
11/1/1984,South Carolina,SC,Bergland,libertarian,0.00450063962978909,20171015
11/1/1984,South Carolina,SC,Dennis,american,0.00360340268592887,20171015
11/1/1984,South Carolina,SC,Serrette,alliance,0.00070416063948524,20171015
11/1/1984,South Dakota,SD,Reagan,republican,0.630033945014739,20171015
11/1/1984,South Dakota,SD,Mondale,democrat,0.365287997810405,20171015
11/1/1984,South Dakota,SD,Serrette,alliance,0.00361786533361437,20171015
11/1/1984,South Dakota,SD,Mason,socialist workers,0.00106019184124178,20171015
11/1/1984,Tennessee,TN,Reagan,republican,0.578397224755008,20171015
11/1/1984,Tennessee,TN,Mondale,democrat,0.415722494192441,20171015
11/1/1984,Tennessee,TN,Bergland,libertarian,0.0017943998602798,20171015
11/1/1984,Tennessee,TN,Larouche,independent,0.00108178012410097,20171015
11/1/1984,Tennessee,TN,Richards,populist,0.00102979393023219,20171015
11/1/1984,Tennessee,TN,Hall,communist party use,0.000605142661214152,20171015
11/1/1984,Tennessee,TN,Johnson,citizens,0.000571264018018765,20171015
11/1/1984,Tennessee,TN,Mason,socialist workers,0.000417641894563821,20171015
11/1/1984,Tennessee,TN,Serrette,alliance,0.000306076017834185,20171015
11/1/1984,Texas,TX,Reagan,republican,0.636106129961051,20171015
11/1/1984,Texas,TX,Mondale,democrat,0.361139482926672,20171015
11/1/1984,Texas,TX,Larouche,independent,0.0027073289077624,20171015
11/1/1984,Utah,UT,Reagan,republican,0.745017914543814,20171015
11/1/1984,Utah,UT,Mondale,democrat,0.246752194849251,20171015
11/1/1984,Utah,UT,Bergland,libertarian,0.00388624899945367,20171015
11/1/1984,Utah,UT,Dennis,american,0.00213608700623833,20171015
11/1/1984,Utah,UT,Johnson,citizens,0.00134041444852427,20171015
11/1/1984,Utah,UT,Serrette,alliance,0.00034939713113192,20171015
11/1/1984,Utah,UT,Hall,communist party use,0.000292223055128515,20171015
11/1/1984,Utah,UT,Mason,socialist workers,0.000225519966457875,20171015
11/1/1984,Vermont,VT,Reagan,republican,0.579230988953833,20171015
11/1/1984,Vermont,VT,Mondale,democrat,0.408124112704158,20171015
11/1/1984,Vermont,VT,Bergland,libertarian,0.00427180989166997,20171015
11/1/1984,Vermont,VT,Larouche,independent,0.00180336884648343,20171015
11/1/1984,Vermont,VT,Serrette,alliance,0.00137704051398144,20171015
11/1/1984,Vermont,VT,Johnson,citizens,0.00112550679780526,20171015
11/1/1984,Vermont,VT,Mason,socialist workers,0.000541436982277531,20171015
11/1/1984,Vermont,VT,Hall,communist party use,0.000490277582377292,20171015
11/1/1984,Virginia,VA,Reagan,republican,0.622871610683698,20171015
11/1/1984,Virginia,VA,Mondale,democrat,0.370929384827882,20171015
11/1/1984,Virginia,VA,Larouche,independent,0.00619900448842025,20171015
11/1/1984,Washington,WA,Reagan,republican,0.560917590711021,20171015
11/1/1984,Washington,WA,Mondale,democrat,0.425808172125595,20171015
11/1/1984,Washington,WA,Bergland,libertarian,0.00471702641726803,20171015
11/1/1984,Washington,WA,Richards,populist,0.00305294654143399,20171015
11/1/1984,Washington,WA,Larouche,independent,0.00251318729965705,20171015
11/1/1984,Washington,WA,Johnson,citizens,0.00100858174525711,20171015
11/1/1984,Washington,WA,Serrette,alliance,0.000882175677765866,20171015
11/1/1984,Washington,WA,Hall,communist party use,0.000434154172733625,20171015
11/1/1984,Washington,WA,Holmes,workers world,0.000341883077054365,20171015
11/1/1984,Washington,WA,Mason,socialist workers,0.000324282232213813,20171015
11/1/1984,West Virginia,WV,Reagan,republican,0.551121181066189,20171015
11/1/1984,West Virginia,WV,Mondale,democrat,0.445978345670085,20171015
11/1/1984,West Virginia,WV,Richards,populist,0.00135373541268543,20171015
11/1/1984,West Virginia,WV,Mason,socialist workers,0.000876666005202911,20171015
11/1/1984,West Virginia,WV,Serrette,alliance,0.000670071845837264,20171015
11/1/1984,Wisconsin,WI,Reagan,republican,0.541931528347792,20171015
11/1/1984,Wisconsin,WI,Mondale,democrat,0.450217006098054,20171015
11/1/1984,Wisconsin,WI,Bergland,libertarian,0.00220781493238878,20171015
11/1/1984,Wisconsin,WI,Richards,populist,0.00174708107695069,20171015
11/1/1984,Wisconsin,WI,Larouche,independent,0.00171407462803315,20171015
11/1/1984,Wisconsin,WI,Johnson,citizens,0.000658320405807507,20171015
11/1/1984,Wisconsin,WI,Serrette,alliance,0.000454855994671945,20171015
11/1/1984,Wisconsin,WI,Holmes,workers world,0.000279876601095362,20171015
11/1/1984,Wisconsin,WI,Hall,communist party use,0.000269477308970655,20171015
11/1/1984,Wisconsin,WI,Mason,socialist workers,0.000200751552320421,20171015
11/1/1984,Wyoming,WY,Reagan,republican,0.705098217687651,20171015
11/1/1984,Wyoming,WY,Mondale,democrat,0.282428771008848,20171015
11/1/1984,Wyoming,WY,Bergland,libertarian,0.0124730113035011,20171015
11/1/1988,Alabama,AL,Bush,republican,0.591650489381027,20171015
11/1/1988,Alabama,AL,Dukakis,democrat,0.398632983091472,20171015
11/1/1988,Alabama,AL,Paul,libertarian,0.00613721239978063,20171015
11/1/1988,Alabama,AL,Winn,independent,0.00321224308584263,20171015
11/1/1988,Alaska,AK,Bush,republican,0.595909372563913,20171015
11/1/1988,Alaska,AK,Dukakis,democrat,0.362709628415519,20171015
11/1/1988,Alaska,AK,Paul,libertarian,0.0274041056187411,20171015
11/1/1988,Alaska,AK,Fulani,new alliance,0.00511703212136961,20171015
11/1/1988,Alaska,AK,Larouche,national economic recovery,0.0040776349717164,20171015
11/1/1988,Arizona,AZ,Bush,republican,0.599502676484568,20171015
11/1/1988,Arizona,AZ,Dukakis,democrat,0.387438741228785,20171015
11/1/1988,Arizona,AZ,Paul,libertarian,0.0113928727771695,20171015
11/1/1988,Arizona,AZ,Fulani,new alliance,0.00141824242046706,20171015
11/1/1988,Arkansas,AR,Bush,republican,0.563678361993771,20171015
11/1/1988,Arkansas,AR,Dukakis,democrat,0.421917321664585,20171015
11/1/1988,Arkansas,AR,Dodge,populist,0.00621694304236365,20171015
11/1/1988,Arkansas,AR,Paul,libertarian,0.00398314442492673,20171015
11/1/1988,Arkansas,AR,Fulani,new alliance,0.00261072948203417,20171015
11/1/1988,Arkansas,AR,Dodge,prohibition,0.00159349939231979,20171015
11/1/1988,California,CA,Bush,republican,0.511265678945167,20171015
11/1/1988,California,CA,Dukakis,democrat,0.475594425646033,20171015
11/1/1988,California,CA,Paul,libertarian,0.00709057743627659,20171015
11/1/1988,California,CA,Fulani,independent,0.00596729160777238,20171015
11/1/1988,Colorado,CO,Bush,republican,0.530588883367313,20171015
11/1/1988,Colorado,CO,Dukakis,democrat,0.452824043241227,20171015
11/1/1988,Colorado,CO,Paul,libertarian,0.0112810169674306,20171015
11/1/1988,Colorado,CO,Dodge,prohibition,0.00335472174900211,20171015
11/1/1988,Colorado,CO,Fulani,new alliance,0.00185005180727983,20171015
11/1/1988,Connecticut,CT,Bush,republican,0.519775612202905,20171015
11/1/1988,Connecticut,CT,Dukakis,democrat,0.468745193620037,20171015
11/1/1988,Connecticut,CT,Paul,libertarian,0.00974855098469302,20171015
11/1/1988,Connecticut,CT,Fulani,new alliance,0.0017257935116815,20171015
11/1/1988,Delaware,DE,Bush,republican,0.558799636641576,20171015
11/1/1988,Delaware,DE,Dukakis,democrat,0.434777563017476,20171015
11/1/1988,Delaware,DE,Paul,libertarian,0.00465002741195161,20171015
11/1/1988,Delaware,DE,Fulani,new alliance,0.00177277292899704,20171015
11/1/1988,District of Columbia,DC,Dukakis,democrat,0.826469719043743,20171015
11/1/1988,District of Columbia,DC,Bush,republican,0.143044530970515,20171015
11/1/1988,District of Columbia,DC,Paul,libertarian,0.00287229685239816,20171015
11/1/1988,District of Columbia,DC,Winn,workers league,0.00107840748248884,20171015
11/1/1988,District of Columbia,DC,Kenoyer,socialist,0.000736220492852958,20171015
11/1/1988,District of Columbia,DC,Warren,socialist workers,0.000637712117048689,20171015
11/1/1988,Florida,FL,Bush,republican,0.60871559089262,20171015
11/1/1988,Florida,FL,Dukakis,democrat,0.385072169319155,20171015
11/1/1988,Florida,FL,Paul,libertarian,0.0046012458879677,20171015
11/1/1988,Florida,FL,Fulani,new alliance,0.00154684236130658,20171015
11/1/1988,Georgia,GA,Bush,republican,0.597528723437175,20171015
11/1/1988,Georgia,GA,Dukakis,democrat,0.394984284444916,20171015
11/1/1988,Georgia,GA,Paul,libertarian,0.0046610656516761,20171015
11/1/1988,Georgia,GA,Fulani,new alliance,0.00281763767135702,20171015
11/1/1988,Hawaii,HI,Dukakis,democrat,0.542694400794446,20171015
11/1/1988,Hawaii,HI,Bush,republican,0.447510445436875,20171015
11/1/1988,Hawaii,HI,Paul,libertarian,0.00563954849757801,20171015
11/1/1988,Hawaii,HI,Fulani,no party affiliation,0.00282964839573324,20171015
11/1/1988,Hawaii,HI,Larouche,national economic recovery,0.00132595687536852,20171015
11/1/1988,Idaho,ID,Bush,republican,0.620784511257605,20171015
11/1/1988,Idaho,ID,Dukakis,democrat,0.360106414193776,20171015
11/1/1988,Idaho,ID,Paul,libertarian,0.0129912364781597,20171015
11/1/1988,Idaho,ID,Fulani,independent,0.00611783807046028,20171015
11/1/1988,Illinois,IL,Bush,republican,0.506882687887136,20171015
11/1/1988,Illinois,IL,Dukakis,democrat,0.486045552650512,20171015
11/1/1988,Illinois,IL,Paul,libertarian,0.00327782554528067,20171015
11/1/1988,Illinois,IL,Fulani,solidarity,0.00225394374352945,20171015
11/1/1988,Illinois,IL,Winn,independent,0.00153999017354226,20171015
11/1/1988,Indiana,IN,Bush,republican,0.598427756625063,20171015
11/1/1988,Indiana,IN,Dukakis,democrat,0.396861876741026,20171015
11/1/1988,Indiana,IN,Fulani,new alliance,0.0047103666339116,20171015
11/1/1988,Iowa,IA,Dukakis,democrat,0.547119239825916,20171015
11/1/1988,Iowa,IA,Bush,republican,0.44496472788333,20171015
11/1/1988,Iowa,IA,Larouche,nominated by petition,0.00287692536149228,20171015
11/1/1988,Iowa,IA,Paul,libertarian,0.00203489842642137,20171015
11/1/1988,Iowa,IA,Duke,patriotic party,0.000616017767421064,20171015
11/1/1988,Iowa,IA,Fulani,new alliance,0.000440595489281291,20171015
11/1/1988,Iowa,IA,Kenoyer,socialist,0.000272516469296206,20171015
11/1/1988,Iowa,IA,Winn,workers league,0.000191740629594636,20171015
11/1/1988,Iowa,IA,Warren,socialist workers,0.000167263102412342,20171015
11/1/1988,Kansas,KS,Bush,republican,0.557929960807376,20171015
11/1/1988,Kansas,KS,Dukakis,democrat,0.425596448898538,20171015
11/1/1988,Kentucky,KY,Bush,republican,0.55521479118983,20171015
11/1/1988,Kentucky,KY,Dukakis,democrat,0.438835946910323,20171015
11/1/1988,Kentucky,KY,Duke,populist,0.00339806596058879,20171015
11/1/1988,Kentucky,KY,Paul,libertarian,0.00160149170105186,20171015
11/1/1988,Kentucky,KY,Fulani,new alliance,0.00094970423820639,20171015
11/1/1988,Louisiana,LA,Bush,republican,0.54274715299453,20171015
11/1/1988,Louisiana,LA,Dukakis,democrat,0.440645571004089,20171015
11/1/1988,Louisiana,LA,Duke,populist,0.0114310140879326,20171015
11/1/1988,Louisiana,LA,Paul,libertarian,0.00252732769029887,20171015
11/1/1988,Louisiana,LA,Fulani,new alliance,0.00144638073162912,20171015
11/1/1988,Louisiana,LA,Larouche,national economic recovery,0.00120255349152009,20171015
11/1/1988,Maine,ME,Bush,republican,0.553354292972515,20171015
11/1/1988,Maine,ME,Dukakis,democrat,0.438835388759267,20171015
11/1/1988,Maine,ME,Paul,libertarian,0.0048645580909312,20171015
11/1/1988,Maine,ME,Fulani,new alliance,0.00253137189546605,20171015
11/1/1988,Maryland,MD,Bush,republican,0.511075866300971,20171015
11/1/1988,Maryland,MD,Dukakis,democrat,0.481990342740548,20171015
11/1/1988,Maryland,MD,Paul,libertarian,0.00393616735827639,20171015
11/1/1988,Maryland,MD,Fulani,new alliance,0.0029836241905133,20171015
11/1/1988,Massachusetts,MA,Dukakis,democrat,0.532290514930676,20171015
11/1/1988,Massachusetts,MA,Bush,republican,0.453750587302269,20171015
11/1/1988,Massachusetts,MA,Paul,libertarian,0.00921110254819867,20171015
11/1/1988,Massachusetts,MA,Fulani,new alliance,0.00363149360699878,20171015
11/1/1988,Michigan,MI,Bush,republican,0.535676937764825,20171015
11/1/1988,Michigan,MI,Dukakis,democrat,0.456720783459334,20171015
11/1/1988,Michigan,MI,Paul,libertarian,0.00499732500300477,20171015
11/1/1988,Michigan,MI,Winn,workers league,0.000533636690438664,20171015
11/1/1988,Minnesota,MN,Dukakis,democrat,0.529128334263326,20171015
11/1/1988,Minnesota,MN,Bush,republican,0.458957263245246,20171015
11/1/1988,Minnesota,MN,McCarthy,progressive,0.00257679595953815,20171015
11/1/1988,Minnesota,MN,Paul,libertarian,0.00243658163192308,20171015
11/1/1988,Minnesota,MN,Warren,socialist workers,0.00102776148302882,20171015
11/1/1988,Minnesota,MN,Herer,grassroots,0.000929516069801935,20171015
11/1/1988,Minnesota,MN,Fulani,new alliance,0.000826978381239895,20171015
11/1/1988,Minnesota,MN,Larouche,national economic recovery,0.00081171695782601,20171015
11/1/1988,Minnesota,MN,Duke,populist,0.000729209887494694,20171015
11/1/1988,Minnesota,MN,Dennis,american,0.000619041487225712,20171015
11/1/1988,Minnesota,MN,Winn,workers league,0.000233213626543431,20171015
11/1/1988,Mississippi,MS,Bush,republican,0.59889836794854,20171015
11/1/1988,Mississippi,MS,Dukakis,democrat,0.390671445916221,20171015
11/1/1988,Mississippi,MS,Paul,libertarian,0.00357370210417948,20171015
11/1/1988,Missouri,MO,Bush,republican,0.518315730536759,20171015
11/1/1988,Missouri,MO,Dukakis,democrat,0.478504491627286,20171015
11/1/1988,Missouri,MO,Fulani,new alliance,0.0031797778359548,20171015
11/1/1988,Montana,MT,Bush,republican,0.520715172530724,20171015
11/1/1988,Montana,MT,Dukakis,democrat,0.46198526556441,20171015
11/1/1988,Montana,MT,Paul,libertarian,0.0138019109917577,20171015
11/1/1988,Montana,MT,Fulani,new alliance,0.0034976509131084,20171015
11/1/1988,Nebraska,NE,Bush,republican,0.601628204062195,20171015
11/1/1988,Nebraska,NE,Dukakis,democrat,0.391910380745769,20171015
11/1/1988,Nebraska,NE,Paul,libertarian,0.00383089052330811,20171015
11/1/1988,Nebraska,NE,Fulani,new alliance,0.00263052466872775,20171015
11/1/1988,Nevada,NV,Bush,republican,0.600466874360671,20171015
11/1/1988,Nevada,NV,Dukakis,democrat,0.386841253974406,20171015
11/1/1988,Nevada,NV,Paul,libertarian,0.0102584129186059,20171015
11/1/1988,Nevada,NV,Fulani,new alliance,0.00243345874631703,20171015
11/1/1988,New Hampshire,NH,Bush,republican,0.624908717607236,20171015
11/1/1988,New Hampshire,NH,Dukakis,democrat,0.36334498640475,20171015
11/1/1988,New Hampshire,NH,Paul,libertarian,0.00999278619388491,20171015
11/1/1988,New Hampshire,NH,Fulani,new alliance,0.00175350979412907,20171015
11/1/1988,New Jersey,NJ,Bush,republican,0.562401094609449,20171015
11/1/1988,New Jersey,NJ,Dukakis,democrat,0.425981423773041,20171015
11/1/1988,New Jersey,NJ,Herberg G.,peace & freedom,0.00321110818237339,20171015
11/1/1988,New Jersey,NJ,Paul,libertarian,0.00271684336418832,20171015
11/1/1988,New Jersey,NJ,Fulani,new alliance,0.00165798100564823,20171015
11/1/1988,New Jersey,NJ,McCarthy,consumer,0.00111435423107784,20171015
11/1/1988,New Jersey,NJ,Kenoyer,socialist,0.000834636478227667,20171015
11/1/1988,New Jersey,NJ,Duke,populist,0.000789146047833349,20171015
11/1/1988,New Jersey,NJ,Warren,socialist workers,0.000741397227277611,20171015
11/1/1988,New Jersey,NJ,Holmes,workers world,0.000329079709235493,20171015
11/1/1988,New Jersey,NJ,Winn,workers league,0.000222935371648751,20171015
11/1/1988,New Mexico,NM,Bush,republican,0.518503530007461,20171015
11/1/1988,New Mexico,NM,Dukakis,democrat,0.468935742548242,20171015
11/1/1988,New Mexico,NM,Paul,libertarian,0.00645969308785988,20171015
11/1/1988,New Mexico,NM,Fulani,new alliance,0.00429047904915159,20171015
11/1/1988,New Mexico,NM,Warren,socialist workers,0.000659778628926306,20171015
11/1/1988,New Mexico,NM,Holmes,workers world,0.00049483397169473,20171015
11/1/1988,New Mexico,NM,Dodge,prohibition,0.000477572321519332,20171015
11/1/1988,New York,NY,Dukakis,democrat,0.501949756101246,20171015
11/1/1988,New York,NY,Bush,republican,0.437643036207598,20171015
11/1/1988,New York,NY,Bush,conservative,0.0375376039809531,20171015
11/1/1988,New York,NY,Dukakis,liberal party,0.014245993829794,20171015
11/1/1988,New York,NY,Marra,right-to-life,0.00316034564131488,20171015
11/1/1988,New York,NY,Fulani,new alliance,0.00244307345887858,20171015
11/1/1988,New York,NY,Paul,libertarian,0.00186703543790222,20171015
11/1/1988,New York,NY,Holmes,workers world,0.000644342315219538,20171015
11/1/1988,New York,NY,Warren,socialist workers,0.000506808612138459,20171015
11/1/1988,North Carolina,NC,Bush,republican,0.57968299779326,20171015
11/1/1988,North Carolina,NC,Dukakis,democrat,0.417063114642728,20171015
11/1/1988,North Carolina,NC,Fulani,new alliance,0.00266214386446586,20171015
11/1/1988,North Carolina,NC,Paul,,0.000591743699546002,20171015
11/1/1988,North Dakota,ND,Bush,republican,0.560312318131205,20171015
11/1/1988,North Dakota,ND,Dukakis,democrat,0.429720010361265,20171015
11/1/1988,North Dakota,ND,Paul,libertarian,0.00442372191441191,20171015
11/1/1988,North Dakota,ND,Larouche,national economic recovery,0.00304446261029869,20171015
11/1/1988,North Dakota,ND,Fulani,new alliance,0.00133216264494838,20171015
11/1/1988,North Dakota,ND,Warren,socialist workers,0.00116732433787143,20171015
11/1/1988,Ohio,OH,Bush,republican,0.550017582452599,20171015
11/1/1988,Ohio,OH,Dukakis,democrat,0.441468413607566,20171015
11/1/1988,Ohio,OH,Fulani,new alliance,0.0027351240501777,20171015
11/1/1988,Ohio,OH,Paul,libertarian,0.00271441203481895,20171015
11/1/1988,Ohio,OH,Winn,workers league,0.00122929225222683,20171015
11/1/1988,Oklahoma,OK,Bush,republican,0.579287912583388,20171015
11/1/1988,Oklahoma,OK,Dukakis,democrat,0.412816514607578,20171015
11/1/1988,Oklahoma,OK,Paul,libertarian,0.00534654784310645,20171015
11/1/1988,Oklahoma,OK,Fulani,new alliance,0.00254902496592761,20171015
11/1/1988,Oregon,OR,Dukakis,democrat,0.512781123979982,20171015
11/1/1988,Oregon,OR,Bush,republican,0.466113669536504,20171015
11/1/1988,Oregon,OR,Paul,libertarian,0.0123251010656623,20171015
11/1/1988,Oregon,OR,Fulani,independent,0.00539821285618469,20171015
11/1/1988,Pennsylvania,PA,Bush,republican,0.507045796187204,20171015
11/1/1988,Pennsylvania,PA,Dukakis,democrat,0.483867405044386,20171015
11/1/1988,Pennsylvania,PA,McCarthy,consumer,0.00422331127620584,20171015
11/1/1988,Pennsylvania,PA,Paul,libertarian,0.00265659902858109,20171015
11/1/1988,Pennsylvania,PA,Fulani,new alliance,0.000965334590171487,20171015
11/1/1988,Pennsylvania,PA,Duke,populist,0.000759217247899201,20171015
11/1/1988,Pennsylvania,PA,Winn,workers league,0.000482336625552687,20171015
11/1/1988,Rhode Island,RI,Dukakis,democrat,0.556378545902101,20171015
11/1/1988,Rhode Island,RI,Bush,republican,0.439326087063976,20171015
11/1/1988,Rhode Island,RI,Paul,libertarian,0.00203894004774827,20171015
11/1/1988,Rhode Island,RI,Fulani,new alliance,0.000692003894993352,20171015
11/1/1988,Rhode Island,RI,Herberg G.,peace & freedom,0.000481931284013227,20171015
11/1/1988,Rhode Island,RI,Duke,populist,0.000392959354656939,20171015
11/1/1988,Rhode Island,RI,Warren,socialist workers,0.000321287522675485,20171015
11/1/1988,Rhode Island,RI,Kenoyer,socialist,0.000237258478283435,20171015
11/1/1988,South Carolina,SC,Bush,republican,0.615048138505835,20171015
11/1/1988,South Carolina,SC,Dukakis,democrat,0.375811985488976,20171015
11/1/1988,South Carolina,SC,Paul,libertarian,0.00500502530909961,20171015
11/1/1988,South Carolina,SC,Fulani,united citizens,0.00413485069608898,20171015
11/1/1988,South Dakota,SD,Bush,republican,0.528497624532335,20171015
11/1/1988,South Dakota,SD,Dukakis,democrat,0.465061295692208,20171015
11/1/1988,Tennessee,TN,Bush,republican,0.578904812834225,20171015
11/1/1988,Tennessee,TN,Dukakis,democrat,0.415458517952636,20171015
11/1/1988,Texas,TX,Bush,republican,0.559535579585843,20171015
11/1/1988,Texas,TX,Dukakis,democrat,0.433493692203095,20171015
11/1/1988,Texas,TX,Paul,libertarian,0.00559290711407467,20171015
11/1/1988,Texas,TX,Fulani,new alliance,0.00132807361153847,20171015
11/1/1988,Utah,UT,Bush,republican,0.662189648350561,20171015
11/1/1988,Utah,UT,Dukakis,democrat,0.320464352836441,20171015
11/1/1988,Utah,UT,Paul,libertarian,0.0115500890251743,20171015
11/1/1988,Utah,UT,Dennis,american,0.0033353528858994,20171015
11/1/1988,Utah,UT,Fulani,new alliance,0.000703237054255898,20171015
11/1/1988,Utah,UT,Larouche,national economic recovery,0.00065996092784015,20171015
11/1/1988,Utah,UT,Youngkeit,independent,0.000574954250952075,20171015
11/1/1988,Utah,UT,Warren,socialist workers,0.000323025372174687,20171015
11/1/1988,Utah,UT,Kenoyer,socialist,0.000199379296701123,20171015
11/1/1988,Vermont,VT,Bush,republican,0.510960514203051,20171015
11/1/1988,Vermont,VT,Dukakis,democrat,0.475798099684377,20171015
11/1/1988,Vermont,VT,Paul,libertarian,0.0041096791162546,20171015
11/1/1988,Vermont,VT,Larouche,independent,0.00113016175697002,20171015
11/1/1988,Vermont,VT,Fulani,new alliance,0.000842484218832194,20171015
11/1/1988,Vermont,VT,Duke,populist,0.00077672935297212,20171015
11/1/1988,Vermont,VT,Herberg G.,peace & freedom,0.000673987375065755,20171015
11/1/1988,Vermont,VT,Kenoyer,liberty union party,0.000583574434508154,20171015
11/1/1988,Vermont,VT,Warren,socialist workers,0.00046439374013677,20171015
11/1/1988,Virginia,VA,Bush,republican,0.597351991162657,20171015
11/1/1988,Virginia,VA,Dukakis,democrat,0.392314048719457,20171015
11/1/1988,Virginia,VA,Fulani,independent,0.0065303619395613,20171015
11/1/1988,Virginia,VA,Paul,libertarian,0.00380359817832469,20171015
11/1/1988,Washington,WA,Dukakis,democrat,0.500476879007834,20171015
11/1/1988,Washington,WA,Bush,republican,0.484564292350689,20171015
11/1/1988,Washington,WA,Paul,libertarian,0.00924271399107789,20171015
11/1/1988,Washington,WA,Larouche,independent,0.00236536276848235,20171015
11/1/1988,Washington,WA,Fulani,new alliance,0.00188714345989525,20171015
11/1/1988,Washington,WA,Holmes,workers world,0.000772013233593513,20171015
11/1/1988,Washington,WA,Warren,socialist workers,0.000691595188427522,20171015
11/1/1988,West Virginia,WV,Dukakis,democrat,0.521981108537894,20171015
11/1/1988,West Virginia,WV,Bush,republican,0.474605509474048,20171015
11/1/1988,West Virginia,WV,Fulani,new alliance,0.00341338198805776,20171015
11/1/1988,Wisconsin,WI,Dukakis,democrat,0.514140302462849,20171015
11/1/1988,Wisconsin,WI,Bush,republican,0.477959105825494,20171015
11/1/1988,Wyoming,WY,Bush,republican,0.605303849879072,20171015
11/1/1988,Wyoming,WY,Dukakis,democrat,0.38013378570498,20171015
11/1/1988,Wyoming,WY,Paul,libertarian,0.0114754376922249,20171015
11/1/1988,Wyoming,WY,Fulani,new alliance,0.00308692672372289,20171015
11/1/1992,Alabama,AL,Bush,republican,0.476454035993981,20171015
11/1/1992,Alabama,AL,Clinton,democrat,0.408800635048517,20171015
11/1/1992,Alabama,AL,Perot,independent,0.108473040057818,20171015
11/1/1992,Alabama,AL,Marrou,libertarian,0.00339857588000427,20171015
11/1/1992,Alaska,AK,Bush,republican,0.394574980851508,20171015
11/1/1992,Alaska,AK,Clinton,democrat,0.30287111324302,20171015
11/1/1992,Alaska,AK,Perot,independent,0.28425258988186,20171015
11/1/1992,Alaska,AK,Gritz,america first,0.00533449900582578,20171015
11/1/1992,Alaska,AK,Marrou,libertarian,0.00533063062366057,20171015
11/1/1992,Alaska,AK,Larouche,independents for economic recovery,0.0018142712354839,20171015
11/1/1992,Alaska,AK,Hagelin,natural law,0.0016750094775363,20171015
11/1/1992,Alaska,AK,Phillips,taxpayers party,0.0014583800762845,20171015
11/1/1992,Alaska,AK,Fulani,new alliance,0.00127656611451959,20171015
11/1/1992,Arizona,AZ,Bush,republican,0.384731417811328,20171015
11/1/1992,Arizona,AZ,Clinton,democrat,0.365204525967148,20171015
11/1/1992,Arizona,AZ,Perot,independent,0.237893037878915,20171015
11/1/1992,Arizona,AZ,Gritz,independent,0.00547487348475933,20171015
11/1/1992,Arizona,AZ,Marrou,libertarian,0.00454546982968779,20171015
11/1/1992,Arizona,AZ,Hagelin,natural law,0.00152457169757393,20171015
11/1/1992,Arizona,AZ,Fulani,new alliance,0.00062072328048555,20171015
11/1/1992,Arkansas,AR,Clinton,democrat,0.53207952849252,20171015
11/1/1992,Arkansas,AR,Bush,republican,0.3548339930553,20171015
11/1/1992,Arkansas,AR,Perot,independent,0.104277796419935,20171015
11/1/1992,California,CA,Clinton,democrat,0.460065878402809,20171015
11/1/1992,California,CA,Bush,republican,0.326146693759213,20171015
11/1/1992,California,CA,Perot,independent,0.206257954183365,20171015
11/1/1992,California,CA,Marrou,libertarian,0.00432448854943454,20171015
11/1/1992,California,CA,Daniels,peace & freedom,0.00167063116296213,20171015
11/1/1992,California,CA,Phillips,american independent party,0.00114187195313285,20171015
11/1/1992,Colorado,CO,Clinton,democrat,0.401280286519074,20171015
11/1/1992,Colorado,CO,Bush,republican,0.358690526262124,20171015
11/1/1992,Colorado,CO,Perot,independent,0.233249212964733,20171015
11/1/1992,Colorado,CO,Marrou,libertarian,0.00552454148026358,20171015
11/1/1992,Colorado,CO,Fulani,new alliance,0.00102473903567468,20171015
11/1/1992,Colorado,CO,Gritz,democrat/republican,0.000174613492397303,20171015
11/1/1992,Colorado,CO,Hagelin,natural law,0.0000299519494258148,20171015
11/1/1992,Connecticut,CT,Clinton,democrat,0.42218572959541,20171015
11/1/1992,Connecticut,CT,Bush,republican,0.357832412217632,20171015
11/1/1992,Connecticut,CT,Perot,independent,0.215802806164751,20171015
11/1/1992,Connecticut,CT,Marrou,libertarian,0.00333569284153262,20171015
11/1/1992,Connecticut,CT,Fulani,new alliance,0.000843359180673153,20171015
11/1/1992,Delaware,DE,Clinton,democrat,0.435239279055314,20171015
11/1/1992,Delaware,DE,Bush,republican,0.353266349009046,20171015
11/1/1992,Delaware,DE,Perot,independent,0.204450659484842,20171015
11/1/1992,Delaware,DE,Fulani,new alliance,0.00381534424418203,20171015
11/1/1992,Delaware,DE,Marrou,libertarian,0.00322836820661557,20171015
11/1/1992,District of Columbia,DC,Clinton,democrat,0.84640904856485,20171015
11/1/1992,District of Columbia,DC,Bush,republican,0.0909514351501942,20171015
11/1/1992,District of Columbia,DC,Perot,independent,0.0425403828238975,20171015
11/1/1992,District of Columbia,DC,Fulani,new alliance,0.00641115778742552,20171015
